5.118784114e+11,-5.106384896e+11,-2.313459729e+11
5.118251932e+11,-5.106466962e+11,-2.313540681e+11
5.11771969e+11,-5.106548969e+11,-2.313621608e+11
5.117187389e+11,-5.106630917e+11,-2.313702507e+11
5.116655029e+11,-5.106712806e+11,-2.31378338e+11
5.11612261e+11,-5.106794636e+11,-2.313864226e+11
5.115590131e+11,-5.106876407e+11,-2.313945045e+11
5.115057594e+11,-5.106958119e+11,-2.314025837e+11
5.114524997e+11,-5.107039772e+11,-2.314106603e+11
5.113992342e+11,-5.107121366e+11,-2.314187342e+11
5.113459627e+11,-5.107202901e+11,-2.314268054e+11
5.112926853e+11,-5.107284377e+11,-2.31434874e+11
5.11239402e+11,-5.107365794e+11,-2.314429399e+11
5.111861128e+11,-5.107447152e+11,-2.314510031e+11
5.111328177e+11,-5.107528451e+11,-2.314590636e+11
5.110795167e+11,-5.107609691e+11,-2.314671215e+11
5.110262097e+11,-5.107690872e+11,-2.314751766e+11
5.109728969e+11,-5.107771993e+11,-2.314832291e+11
5.109195781e+11,-5.107853056e+11,-2.314912789e+11
5.108662534e+11,-5.107934059e+11,-2.314993261e+11
5.108129229e+11,-5.108015004e+11,-2.315073705e+11
5.107595864e+11,-5.108095889e+11,-2.315154123e+11
5.10706244e+11,-5.108176715e+11,-2.315234514e+11
5.106528956e+11,-5.108257482e+11,-2.315314878e+11
5.105995414e+11,-5.10833819e+11,-2.315395216e+11
5.105461813e+11,-5.108418839e+11,-2.315475526e+11
5.104928152e+11,-5.108499428e+11,-2.31555581e+11
5.104394432e+11,-5.108579959e+11,-2.315636067e+11
5.103860654e+11,-5.10866043e+11,-2.315716297e+11
5.103326816e+11,-5.108740842e+11,-2.315796501e+11
5.102792919e+11,-5.108821195e+11,-2.315876677e+11
5.102258963e+11,-5.108901489e+11,-2.315956827e+11
5.101724948e+11,-5.108981723e+11,-2.31603695e+11
5.101190873e+11,-5.109061898e+11,-2.316117046e+11
5.10065674e+11,-5.109142015e+11,-2.316197115e+11
5.100122547e+11,-5.109222071e+11,-2.316277157e+11
5.099588295e+11,-5.109302069e+11,-2.316357172e+11
5.099053985e+11,-5.109382008e+11,-2.316437161e+11
5.098519615e+11,-5.109461887e+11,-2.316517123e+11
5.097985186e+11,-5.109541707e+11,-2.316597058e+11
5.097450698e+11,-5.109621467e+11,-2.316676966e+11
5.09691615e+11,-5.109701169e+11,-2.316756847e+11
5.096381544e+11,-5.109780811e+11,-2.316836701e+11
5.095846878e+11,-5.109860394e+11,-2.316916529e+11
5.095312154e+11,-5.109939917e+11,-2.316996329e+11
5.09477737e+11,-5.110019382e+11,-2.317076103e+11
5.094242527e+11,-5.110098787e+11,-2.31715585e+11
5.093707625e+11,-5.110178133e+11,-2.317235569e+11
5.093172664e+11,-5.110257419e+11,-2.317315262e+11
5.092637644e+11,-5.110336646e+11,-2.317394928e+11
5.092102564e+11,-5.110415814e+11,-2.317474568e+11
5.091567426e+11,-5.110494922e+11,-2.31755418e+11
5.091032228e+11,-5.110573971e+11,-2.317633765e+11
5.090496971e+11,-5.110652961e+11,-2.317713324e+11
5.089961655e+11,-5.110731891e+11,-2.317792855e+11
5.08942628e+11,-5.110810762e+11,-2.31787236e+11
5.088890846e+11,-5.110889574e+11,-2.317951837e+11
5.088355353e+11,-5.110968326e+11,-2.318031288e+11
5.087819801e+11,-5.111047019e+11,-2.318110712e+11
5.087284189e+11,-5.111125652e+11,-2.318190109e+11
5.086748518e+11,-5.111204226e+11,-2.318269479e+11
5.086212789e+11,-5.111282741e+11,-2.318348822e+11
5.085677e+11,-5.111361196e+11,-2.318428138e+11
5.085141152e+11,-5.111439592e+11,-2.318507427e+11
5.084605245e+11,-5.111517928e+11,-2.318586689e+11
5.084069278e+11,-5.111596205e+11,-2.318665924e+11
5.083533253e+11,-5.111674423e+11,-2.318745132e+11
5.082997168e+11,-5.111752581e+11,-2.318824313e+11
5.082461025e+11,-5.111830679e+11,-2.318903468e+11
5.081924822e+11,-5.111908718e+11,-2.318982595e+11
5.08138856e+11,-5.111986698e+11,-2.319061695e+11
5.080852239e+11,-5.112064618e+11,-2.319140768e+11
5.080315859e+11,-5.112142479e+11,-2.319219815e+11
5.079779419e+11,-5.11222028e+11,-2.319298834e+11
5.079242921e+11,-5.112298021e+11,-2.319377826e+11
5.078706363e+11,-5.112375703e+11,-2.319456791e+11
5.078169746e+11,-5.112453326e+11,-2.31953573e+11
5.077633071e+11,-5.112530889e+11,-2.319614641e+11
5.077096336e+11,-5.112608392e+11,-2.319693525e+11
5.076559541e+11,-5.112685836e+11,-2.319772383e+11
5.076022688e+11,-5.112763221e+11,-2.319851213e+11
5.075485776e+11,-5.112840545e+11,-2.319930016e+11
5.074948804e+11,-5.112917811e+11,-2.320008792e+11
5.074411774e+11,-5.112995016e+11,-2.320087541e+11
5.073874684e+11,-5.113072162e+11,-2.320166263e+11
5.073337535e+11,-5.113149249e+11,-2.320244958e+11
5.072800327e+11,-5.113226276e+11,-2.320323626e+11
5.072263059e+11,-5.113303243e+11,-2.320402267e+11
5.071725733e+11,-5.113380151e+11,-2.320480881e+11
5.071188348e+11,-5.113456999e+11,-2.320559468e+11
5.070650903e+11,-5.113533787e+11,-2.320638028e+11
5.070113399e+11,-5.113610516e+11,-2.32071656e+11
5.069575836e+11,-5.113687185e+11,-2.320795066e+11
5.069038214e+11,-5.113763794e+11,-2.320873545e+11
5.068500533e+11,-5.113840344e+11,-2.320951996e+11
5.067962793e+11,-5.113916834e+11,-2.321030421e+11
5.067424993e+11,-5.113993265e+11,-2.321108818e+11
5.066887134e+11,-5.114069635e+11,-2.321187188e+11
5.066349217e+11,-5.114145946e+11,-2.321265531e+11
5.06581124e+11,-5.114222198e+11,-2.321343847e+11
5.065273204e+11,-5.114298389e+11,-2.321422136e+11
5.064735108e+11,-5.114374521e+11,-2.321500398e+11
5.064196954e+11,-5.114450594e+11,-2.321578633e+11
5.063658741e+11,-5.114526606e+11,-2.32165684e+11
5.063120468e+11,-5.114602559e+11,-2.321735021e+11
5.062582136e+11,-5.114678452e+11,-2.321813174e+11
5.062043745e+11,-5.114754285e+11,-2.3218913e+11
5.061505295e+11,-5.114830058e+11,-2.3219694e+11
5.060966786e+11,-5.114905772e+11,-2.322047472e+11
5.060428218e+11,-5.114981426e+11,-2.322125516e+11
5.05988959e+11,-5.11505702e+11,-2.322203534e+11
5.059350903e+11,-5.115132554e+11,-2.322281525e+11
5.058812158e+11,-5.115208029e+11,-2.322359488e+11
5.058273353e+11,-5.115283444e+11,-2.322437424e+11
5.057734488e+11,-5.115358799e+11,-2.322515333e+11
5.057195565e+11,-5.115434094e+11,-2.322593215e+11
5.056656583e+11,-5.115509329e+11,-2.32267107e+11
5.056117541e+11,-5.115584504e+11,-2.322748898e+11
5.055578441e+11,-5.11565962e+11,-2.322826698e+11
5.055039281e+11,-5.115734676e+11,-2.322904471e+11
5.054500062e+11,-5.115809672e+11,-2.322982217e+11
5.053960784e+11,-5.115884608e+11,-2.323059936e+11
5.053421446e+11,-5.115959484e+11,-2.323137628e+11
5.05288205e+11,-5.1160343e+11,-2.323215293e+11
5.052342594e+11,-5.116109056e+11,-2.32329293e+11
5.051803079e+11,-5.116183753e+11,-2.32337054e+11
5.051263505e+11,-5.116258389e+11,-2.323448123e+11
5.050723872e+11,-5.116332966e+11,-2.323525679e+11
5.05018418e+11,-5.116407483e+11,-2.323603207e+11
5.049644429e+11,-5.116481939e+11,-2.323680708e+11
5.049104618e+11,-5.116556336e+11,-2.323758182e+11
5.048564748e+11,-5.116630673e+11,-2.323835629e+11
5.04802482e+11,-5.11670495e+11,-2.323913049e+11
5.047484832e+11,-5.116779167e+11,-2.323990441e+11
5.046944784e+11,-5.116853324e+11,-2.324067806e+11
5.046404678e+11,-5.116927421e+11,-2.324145144e+11
5.045864513e+11,-5.117001458e+11,-2.324222455e+11
5.045324288e+11,-5.117075435e+11,-2.324299738e+11
5.044784004e+11,-5.117149352e+11,-2.324376994e+11
5.044243661e+11,-5.117223209e+11,-2.324454223e+11
5.043703259e+11,-5.117297006e+11,-2.324531425e+11
5.043162798e+11,-5.117370743e+11,-2.324608599e+11
5.042622277e+11,-5.11744442e+11,-2.324685746e+11
5.042081698e+11,-5.117518037e+11,-2.324762866e+11
5.041541059e+11,-5.117591594e+11,-2.324839958e+11
5.041000361e+11,-5.117665091e+11,-2.324917023e+11
5.040459604e+11,-5.117738528e+11,-2.324994061e+11
5.039918788e+11,-5.117811904e+11,-2.325071072e+11
5.039377912e+11,-5.117885221e+11,-2.325148055e+11
5.038836978e+11,-5.117958477e+11,-2.325225011e+11
5.038295984e+11,-5.118031674e+11,-2.32530194e+11
5.037754931e+11,-5.11810481e+11,-2.325378842e+11
5.037213819e+11,-5.118177886e+11,-2.325455716e+11
5.036672648e+11,-5.118250903e+11,-2.325532563e+11
5.036131417e+11,-5.118323859e+11,-2.325609382e+11
5.035590128e+11,-5.118396754e+11,-2.325686174e+11
5.035048779e+11,-5.11846959e+11,-2.325762939e+11
5.034507371e+11,-5.118542366e+11,-2.325839677e+11
5.033965904e+11,-5.118615081e+11,-2.325916387e+11
5.033424378e+11,-5.118687736e+11,-2.32599307e+11
5.032882792e+11,-5.118760331e+11,-2.326069725e+11
5.032341148e+11,-5.118832866e+11,-2.326146354e+11
5.031799444e+11,-5.118905341e+11,-2.326222954e+11
5.031257681e+11,-5.118977756e+11,-2.326299528e+11
5.030715859e+11,-5.11905011e+11,-2.326376074e+11
5.030173978e+11,-5.119122404e+11,-2.326452593e+11
5.029632037e+11,-5.119194638e+11,-2.326529084e+11
5.029090038e+11,-5.119266812e+11,-2.326605548e+11
5.028547979e+11,-5.119338925e+11,-2.326681985e+11
5.028005861e+11,-5.119410978e+11,-2.326758394e+11
5.027463684e+11,-5.119482971e+11,-2.326834776e+11
5.026921448e+11,-5.119554904e+11,-2.32691113e+11
5.026379152e+11,-5.119626776e+11,-2.326987457e+11
5.025836798e+11,-5.119698588e+11,-2.327063757e+11
5.025294384e+11,-5.11977034e+11,-2.327140029e+11
5.024751911e+11,-5.119842032e+11,-2.327216274e+11
5.024209379e+11,-5.119913663e+11,-2.327292492e+11
5.023666787e+11,-5.119985234e+11,-2.327368682e+11
5.023124137e+11,-5.120056745e+11,-2.327444845e+11
5.022581427e+11,-5.120128195e+11,-2.32752098e+11
5.022038658e+11,-5.120199585e+11,-2.327597088e+11
5.02149583e+11,-5.120270915e+11,-2.327673168e+11
5.020952943e+11,-5.120342184e+11,-2.327749221e+11
5.020409997e+11,-5.120413393e+11,-2.327825247e+11
5.019866991e+11,-5.120484542e+11,-2.327901245e+11
5.019323927e+11,-5.12055563e+11,-2.327977215e+11
5.018780803e+11,-5.120626658e+11,-2.328053158e+11
5.01823762e+11,-5.120697626e+11,-2.328129074e+11
5.017694377e+11,-5.120768533e+11,-2.328204962e+11
5.017151076e+11,-5.120839379e+11,-2.328280823e+11
5.016607715e+11,-5.120910166e+11,-2.328356657e+11
5.016064295e+11,-5.120980892e+11,-2.328432463e+11
5.015520816e+11,-5.121051557e+11,-2.328508241e+11
5.014977278e+11,-5.121122162e+11,-2.328583992e+11
5.014433681e+11,-5.121192707e+11,-2.328659715e+11
5.013890024e+11,-5.121263191e+11,-2.328735411e+11
5.013346309e+11,-5.121333615e+11,-2.32881108e+11
5.012802534e+11,-5.121403978e+11,-2.328886721e+11
5.0122587e+11,-5.121474281e+11,-2.328962334e+11
5.011714806e+11,-5.121544523e+11,-2.32903792e+11
5.011170854e+11,-5.121614705e+11,-2.329113479e+11
5.010626842e+11,-5.121684827e+11,-2.32918901e+11
5.010082771e+11,-5.121754887e+11,-2.329264513e+11
5.009538641e+11,-5.121824888e+11,-2.329339989e+11
5.008994452e+11,-5.121894828e+11,-2.329415438e+11
5.008450204e+11,-5.121964707e+11,-2.329490859e+11
5.007905896e+11,-5.122034526e+11,-2.329566252e+11
5.007361529e+11,-5.122104284e+11,-2.329641618e+11
5.006817103e+11,-5.122173982e+11,-2.329716956e+11
5.006272618e+11,-5.122243619e+11,-2.329792267e+11
5.005728074e+11,-5.122313195e+11,-2.32986755e+11
5.00518347e+11,-5.122382712e+11,-2.329942806e+11
5.004638808e+11,-5.122452167e+11,-2.330018034e+11
5.004094086e+11,-5.122521562e+11,-2.330093235e+11
5.003549305e+11,-5.122590896e+11,-2.330168408e+11
5.003004464e+11,-5.12266017e+11,-2.330243553e+11
5.002459565e+11,-5.122729383e+11,-2.330318671e+11
5.001914606e+11,-5.122798535e+11,-2.330393761e+11
5.001369588e+11,-5.122867627e+11,-2.330468824e+11
5.000824511e+11,-5.122936658e+11,-2.330543859e+11
5.000279375e+11,-5.123005629e+11,-2.330618867e+11
4.99973418e+11,-5.123074539e+11,-2.330693847e+11
4.999188925e+11,-5.123143388e+11,-2.330768799e+11
4.998643611e+11,-5.123212177e+11,-2.330843724e+11
4.998098238e+11,-5.123280905e+11,-2.330918621e+11
4.997552806e+11,-5.123349572e+11,-2.33099349e+11
4.997007314e+11,-5.123418179e+11,-2.331068332e+11
4.996461764e+11,-5.123486724e+11,-2.331143147e+11
4.995916154e+11,-5.12355521e+11,-2.331217933e+11
4.995370485e+11,-5.123623634e+11,-2.331292692e+11
4.994824757e+11,-5.123691998e+11,-2.331367424e+11
4.994278969e+11,-5.123760301e+11,-2.331442128e+11
4.993733123e+11,-5.123828543e+11,-2.331516804e+11
4.993187217e+11,-5.123896725e+11,-2.331591453e+11
4.992641252e+11,-5.123964846e+11,-2.331666073e+11
4.992095228e+11,-5.124032906e+11,-2.331740667e+11
4.991549144e+11,-5.124100905e+11,-2.331815232e+11
4.991003002e+11,-5.124168843e+11,-2.33188977e+11
4.9904568e+11,-5.124236721e+11,-2.331964281e+11
4.989910539e+11,-5.124304538e+11,-2.332038763e+11
4.989364219e+11,-5.124372294e+11,-2.332113218e+11
4.988817839e+11,-5.12443999e+11,-2.332187646e+11
4.988271401e+11,-5.124507624e+11,-2.332262045e+11
4.987724903e+11,-5.124575198e+11,-2.332336417e+11
4.987178346e+11,-5.124642711e+11,-2.332410761e+11
4.98663173e+11,-5.124710163e+11,-2.332485078e+11
4.986085054e+11,-5.124777554e+11,-2.332559367e+11
4.98553832e+11,-5.124844884e+11,-2.332633628e+11
4.984991526e+11,-5.124912154e+11,-2.332707861e+11
4.984444673e+11,-5.124979362e+11,-2.332782067e+11
4.983897761e+11,-5.12504651e+11,-2.332856245e+11
4.983350789e+11,-5.125113597e+11,-2.332930396e+11
4.982803758e+11,-5.125180623e+11,-2.333004518e+11
4.982256668e+11,-5.125247588e+11,-2.333078613e+11
4.981709519e+11,-5.125314492e+11,-2.33315268e+11
4.981162311e+11,-5.125381335e+11,-2.33322672e+11
4.980615044e+11,-5.125448118e+11,-2.333300732e+11
4.980067717e+11,-5.125514839e+11,-2.333374716e+11
4.979520331e+11,-5.1255815e+11,-2.333448672e+11
4.978972886e+11,-5.125648099e+11,-2.3335226e+11
4.978425382e+11,-5.125714638e+11,-2.333596501e+11
4.977877818e+11,-5.125781115e+11,-2.333670374e+11
4.977330195e+11,-5.125847532e+11,-2.333744219e+11
4.976782513e+11,-5.125913887e+11,-2.333818037e+11
4.976234772e+11,-5.125980182e+11,-2.333891826e+11
4.975686972e+11,-5.126046416e+11,-2.333965588e+11
4.975139112e+11,-5.126112588e+11,-2.334039323e+11
4.974591193e+11,-5.1261787e+11,-2.334113029e+11
4.974043215e+11,-5.126244751e+11,-2.334186708e+11
4.973495178e+11,-5.12631074e+11,-2.334260358e+11
4.972947081e+11,-5.126376669e+11,-2.334333981e+11
4.972398926e+11,-5.126442536e+11,-2.334407577e+11
4.971850711e+11,-5.126508343e+11,-2.334481144e+11
4.971302437e+11,-5.126574088e+11,-2.334554684e+11
4.970754103e+11,-5.126639773e+11,-2.334628195e+11
4.970205711e+11,-5.126705396e+11,-2.334701679e+11
4.969657259e+11,-5.126770958e+11,-2.334775136e+11
4.969108748e+11,-5.126836459e+11,-2.334848564e+11
4.968560178e+11,-5.126901899e+11,-2.334921964e+11
4.968011548e+11,-5.126967278e+11,-2.334995337e+11
4.96746286e+11,-5.127032596e+11,-2.335068682e+11
4.966914112e+11,-5.127097853e+11,-2.335141999e+11
4.966365305e+11,-5.127163048e+11,-2.335215288e+11
4.965816438e+11,-5.127228183e+11,-2.33528855e+11
4.965267513e+11,-5.127293256e+11,-2.335361783e+11
4.964718528e+11,-5.127358268e+11,-2.335434989e+11
4.964169484e+11,-5.127423219e+11,-2.335508167e+11
4.963620381e+11,-5.127488109e+11,-2.335581316e+11
4.963071219e+11,-5.127552937e+11,-2.335654439e+11
